texto,categoria,urgencia
"En algun momento les agradeceria revisar esto: Estoy muy decepcionado con la calidad de la app movil, no cumple lo prometido.",queja,baja
Me gustaria que lo revisaran esta semana si es posible. El soporte tecnico cerro mi ticket sin resolver el problema.,queja,media
La integracion con la API deja de responder despues de unos minutos.,soporte técnico,media
"Urgente: Necesito la factura a nombre de mi empresa, no a mi nombre personal.",facturación,alta
En algun momento les agradeceria revisar esto: Quisiera saber si mi cuenta tiene version para empresas.,información general,baja
"No es una emergencia, pero me gustaria resolverlo pronto. Ofrecen algun periodo de prueba gratuito antes de contratar el servicio web.",información general,media
Me siguen cobrando mi cuenta aunque cancele el servicio hace tiempo.,facturación,media
"Necesito una solucion ya, esto no puede esperar. Ya escribi tres veces por este mismo tema y siempre me responden lo mismo sin ayudar.",queja,alta
Cuantos usuarios puedo agregar en el plan basico de el plan premium.,información general,media
"Por favor prioricen mi caso, es sumamente urgente. Cada vez que llamo me transfieren con alguien distinto y repito todo de nuevo.",queja,alta
"Necesito una solucion ya, esto no puede esperar. El servicio al cliente me trato de forma grosera en el chat de soporte.",queja,alta
En algun momento les agradeceria revisar esto: El calendario de la plataforma no sincroniza bien con Google Calendar.,soporte técnico,baja
"Necesito una solucion ya, esto no puede esperar. Me prometieron una solucion en 24 horas y ya pasaron 4 dias sin novedades.",queja,alta
"Necesito ayuda inmediata, esto esta afectando mi trabajo. Cual es la diferencia de precio entre el plan actual y el plan superior.",facturación,alta
Urgente: Cada vez que llamo me transfieren con alguien distinto y repito todo de nuevo.,queja,alta
"Solo quiero comentar lo siguiente, no es urgente. Ofrecen algun periodo de prueba gratuito antes de contratar la plataforma.",información general,baja
"Necesito ayuda inmediata, esto esta afectando mi trabajo. No me llega el recibo de pago del pedido 2226 a mi correo.",facturación,alta
"No hay prisa alguna, solo queria dejarlo comentado: Ofrecen algun periodo de prueba gratuito antes de contratar el servicio web.",información general,baja
"Es critico, necesito una respuesta hoy mismo. Llevo 10 dias esperando respuesta y nadie me contesta, es inaceptable.",queja,alta
Esto es una emergencia para mi negocio. Me prometieron una solucion en 24 horas y ya pasaron 13 dias sin novedades.,queja,alta
Urgente: Me cobraron $453 de mas en la factura de este mes y no entiendo por que.,facturación,alta
Mi factura del pedido 7755 no coincide con el plan que contrate.,facturación,media
"No es una emergencia, pero me gustaria resolverlo pronto. Me siento estafado, pague por un servicio premium que nunca funciono bien.",queja,media
Esto es una emergencia para mi negocio. La aplicacion no carga las imagenes y se queda en blanco.,soporte técnico,alta
"Por favor atiendan esto lo antes posible, no puedo esperar mas. Estoy a punto de cancelar mi cuenta por lo mal que me han atendido.",queja,alta
En algun momento les agradeceria revisar esto: Que metodos de pago aceptan para el panel de control.,información general,baja
"Necesito una solucion ya, esto no puede esperar. La integracion con la API deja de responder despues de unos minutos.",soporte técnico,alta
"Cuando tengan oportunidad, Que diferencia hay entre el soporte estandar y el soporte prioritario.",información general,media
"No es una emergencia, pero me gustaria resolverlo pronto. Ya escribi tres veces por este mismo tema y siempre me responden lo mismo sin ayudar.",queja,media
Esto es una emergencia para mi negocio. El calendario de el plan premium no sincroniza bien con Google Calendar.,soporte técnico,alta
En algun momento les agradeceria revisar esto: el sistema muestra un error de certificado de seguridad al conectarse.,soporte técnico,baja
"Solo quiero comentar lo siguiente, no es urgente. Voy a reportar esta empresa porque no respetan lo que ofrecen en su publicidad.",queja,baja
Me gustaria que lo revisaran esta semana si es posible. Me gustaria saber si puedo pagar el servicio web en varias mensualidades.,facturación,media
Agradeceria una respuesta en los proximos dias. Cual es la diferencia de precio entre el plan actual y el plan superior.,facturación,media
"No es una emergencia, pero me gustaria resolverlo pronto. Me prometieron una solucion en 24 horas y ya pasaron 4 dias sin novedades.",queja,media
Esto es una emergencia para mi negocio. el servicio web consume demasiada memoria y se congela el navegador.,soporte técnico,alta
Agradeceria una respuesta en los proximos dias. No puedo creer que despues de tantos correos nadie me haya dado una solucion.,queja,media
"Sin ninguna prisa, Me aparece un mensaje de error que dice 'token invalido' al entrar.",soporte técnico,baja
Esto es una emergencia para mi negocio. Necesito la factura fiscal con los datos de mi empresa para el pedido 9921.,facturación,alta
"Solo quiero comentar lo siguiente, no es urgente. Como puedo cambiar el correo asociado a mi cuenta.",información general,baja
"No es una emergencia, pero me gustaria resolverlo pronto. El metodo de pago fue rechazado pero igual me generaron el cobro.",facturación,media
"Cuando tengan oportunidad, Cada vez que llamo me transfieren con alguien distinto y repito todo de nuevo.",queja,media
Me gustaria que lo revisaran esta semana si es posible. Quiero cambiar el plan de facturacion de mensual a anual.,facturación,media
"Por favor atiendan esto lo antes posible, no puedo esperar mas. No me llega el correo de verificacion para activar mi cuenta.",soporte técnico,alta
"Necesito ayuda inmediata, esto esta afectando mi trabajo. Pedi hablar con un supervisor y me colgaron la llamada.",queja,alta
"No hay prisa alguna, solo queria dejarlo comentado: Necesito actualizar la tarjeta de credito con la que pago el panel de control.",facturación,baja
"No es una emergencia, pero me gustaria resolverlo pronto. No recibo las notificaciones push en mi celular desde la actualizacion.",soporte técnico,media
"No hay prisa alguna, solo queria dejarlo comentado: Donde puedo consultar los terminos y condiciones del servicio.",información general,baja
"No hay prisa alguna, solo queria dejarlo comentado: Me gustaria saber si puedo pagar mi cuenta en varias mensualidades.",facturación,baja
"Por favor atiendan esto lo antes posible, no puedo esperar mas. Quiero presentar una queja formal por el trato recibido en la sucursal.",queja,alta
Agradeceria una respuesta en los proximos dias. Quiero cambiar el plan de facturacion de mensual a anual.,facturación,media
Urgente: Se me renovo la suscripcion automaticamente y no queria renovarla.,facturación,alta
"Agradeceria una respuesta en los proximos dias. Estoy muy decepcionado con la calidad de mi cuenta, no cumple lo prometido.",queja,media
Me gustaria que lo revisaran esta semana si es posible. Mi factura del pedido 4637 no coincide con el plan que contrate.,facturación,media
El calendario de el plan premium no sincroniza bien con Google Calendar.,soporte técnico,media
Esto es una emergencia para mi negocio. La aplicacion no carga las imagenes y se queda en blanco.,soporte técnico,alta
Cancele mi cuenta hace 8 dias y todavia me siguen cobrando.,queja,baja
"Por favor prioricen mi caso, es sumamente urgente. El calendario de la plataforma no sincroniza bien con Google Calendar.",soporte técnico,alta
"Cuando tengan oportunidad, Ofrecen algun periodo de prueba gratuito antes de contratar la plataforma.",información general,media
"Solo quiero comentar lo siguiente, no es urgente. Me aparece un mensaje de error que dice 'token invalido' al entrar.",soporte técnico,baja
Urgente: Necesito la factura fiscal con los datos de mi empresa para el pedido 7505.,facturación,alta
"No es una emergencia, pero me gustaria resolverlo pronto. No me llega el correo de verificacion para activar mi cuenta.",soporte técnico,media
"Solo quiero comentar lo siguiente, no es urgente. Donde puedo consultar los terminos y condiciones del servicio.",información general,baja
"Cuando puedan, sin urgencia: Tienen algun plan especial para estudiantes o para organizaciones sin fines de lucro.",información general,baja
Tienen algun plan especial para estudiantes o para organizaciones sin fines de lucro.,información general,baja
"No es una emergencia, pero me gustaria resolverlo pronto. Quisiera cambiar mi ciclo de facturacion, me gustaria pagar cada semana.",facturación,media
"No es una emergencia, pero me gustaria resolverlo pronto. Voy a reportar esta empresa porque no respetan lo que ofrecen en su publicidad.",queja,media
Agradeceria una respuesta en los proximos dias. Esta es la tercera vez que reporto el mismo problema con el servicio web y nadie lo resuelve.,queja,media
Me gustaria que lo revisaran esta semana si es posible. El descuento que me ofrecieron no se aplico en la factura 8383.,facturación,media
En algun momento les agradeceria revisar esto: Quiero presentar una queja formal por el trato recibido en la sucursal.,queja,baja
"Es critico, necesito una respuesta hoy mismo. No puedo iniciar sesion en el servicio web desde ayer, me marca error de servidor.",soporte técnico,alta
"Necesito ayuda inmediata, esto esta afectando mi trabajo. El soporte tecnico cerro mi ticket sin resolver el problema.",queja,alta
Agradeceria una respuesta en los proximos dias. No puedo adjuntar archivos mayores a 5 MB en la plataforma.,soporte técnico,media
"Sin ninguna prisa, Recibo el error 500 al intentar guardar los cambios en la app movil.",soporte técnico,baja
"Cuando tengan oportunidad, En que idiomas esta disponible la interfaz de el panel de control.",información general,media
En algun momento les agradeceria revisar esto: El cupon de descuento que aplique no se ve reflejado en el total a pagar.,facturación,baja
"Sin ninguna prisa, El soporte tecnico cerro mi ticket sin resolver el problema.",queja,baja
En algun momento les agradeceria revisar esto: Quisiera saber si el sistema tiene version para empresas.,información general,baja
El calendario de el panel de control no sincroniza bien con Google Calendar.,soporte técnico,baja
"Necesito una solucion ya, esto no puede esperar. mi suscripcion consume demasiada memoria y se congela el navegador.",soporte técnico,alta
Agradeceria una respuesta en los proximos dias. Me podrian compartir el enlace a la documentacion tecnica de la API.,información general,media
"Por favor prioricen mi caso, es sumamente urgente. La sincronizacion entre el celular y la web de mi cuenta no funciona.",soporte técnico,alta
"Sin ninguna prisa, El cupon de descuento que aplique no se ve reflejado en el total a pagar.",facturación,baja
En algun momento les agradeceria revisar esto: En que idiomas esta disponible la interfaz de el panel de control.,información general,baja
La app movil se cierra solo cada vez que intento subir un archivo.,soporte técnico,media
"Por favor atiendan esto lo antes posible, no puedo esperar mas. No puedo creer que despues de tantos correos nadie me haya dado una solucion.",queja,alta
Ofrecen algun periodo de prueba gratuito antes de contratar la app movil.,información general,baja
Agradeceria una respuesta en los proximos dias. No puedo adjuntar archivos mayores a 5 MB en la plataforma.,soporte técnico,media
"Cuando tengan oportunidad, Quiero saber por que aparecen dos cargos identicos de $280 este mes.",facturación,media
El calendario de mi cuenta no sincroniza bien con Google Calendar.,soporte técnico,media
Urgente: El metodo de pago fue rechazado pero igual me generaron el cobro.,facturación,alta
"Por favor prioricen mi caso, es sumamente urgente. el servicio web muestra un error de certificado de seguridad al conectarse.",soporte técnico,alta
"Por favor atiendan esto lo antes posible, no puedo esperar mas. La integracion con la API deja de responder despues de unos minutos.",soporte técnico,alta
"Cuando puedan, sin urgencia: Donde puedo ver el historial completo de mis pedidos anteriores.",información general,baja
"Urgente: Necesito la factura a nombre de mi empresa, no a mi nombre personal.",facturación,alta
"No es una emergencia, pero me gustaria resolverlo pronto. Cuales son los horarios de atencion al cliente.",información general,media
"Por favor atiendan esto lo antes posible, no puedo esperar mas. El sistema muestra datos desactualizados desde hace 12 dias.",soporte técnico,alta
Quiero saber por que aparecen dos cargos identicos de $354 este mes.,facturación,media
Esto es una emergencia para mi negocio. No recibo las notificaciones push en mi celular desde la actualizacion.,soporte técnico,alta
"Necesito una solucion ya, esto no puede esperar. Los reportes de el panel de control tardan mas de 10 minutos en generarse.",soporte técnico,alta
Me gustaria que lo revisaran esta semana si es posible. Nadie en el equipo de soporte parece saber como resolver mi caso.,queja,media
Quisiera saber si el plan premium es compatible con Mac y con Windows.,información general,baja
Que metodos de pago aceptan para el plan premium.,información general,baja
Agradeceria una respuesta en los proximos dias. Que metodos de pago aceptan para el sistema.,información general,media
En algun momento les agradeceria revisar esto: El nivel de servicio ha bajado muchisimo comparado con hace un año.,queja,baja
Esto es una emergencia para mi negocio. El nivel de servicio ha bajado muchisimo comparado con hace un año.,queja,alta
"Necesito ayuda inmediata, esto esta afectando mi trabajo. El cupon de descuento que aplique no se ve reflejado en el total a pagar.",facturación,alta
"Solo quiero comentar lo siguiente, no es urgente. No logro restablecer mi contrasena, el enlace del correo esta roto.",soporte técnico,baja
"Cuando puedan, sin urgencia: Que diferencia hay entre el soporte estandar y el soporte prioritario.",información general,baja
"Cuando tengan oportunidad, Necesito una copia de la factura del mes pasado para mi contabilidad.",facturación,media
Me gustaria que lo revisaran esta semana si es posible. No recibo las notificaciones push en mi celular desde la actualizacion.,soporte técnico,media
"No hay prisa alguna, solo queria dejarlo comentado: Tienen alguna guia para empezar a usar el sistema.",información general,baja
Podrian confirmarme si el servicio esta disponible en mi pais.,información general,media
"Necesito ayuda inmediata, esto esta afectando mi trabajo. Perdi acceso a mi cuenta despues de la ultima actualizacion.",soporte técnico,alta
En algun momento les agradeceria revisar esto: Que diferencia hay entre el soporte estandar y el soporte prioritario.,información general,baja
En algun momento les agradeceria revisar esto: Cuales son los horarios de atencion al cliente.,información general,baja
Agradeceria una respuesta en los proximos dias. Que metodos de pago aceptan para el servicio web.,información general,media
"Solo quiero comentar lo siguiente, no es urgente. Que diferencia hay entre el soporte estandar y el soporte prioritario.",información general,baja
"Por favor atiendan esto lo antes posible, no puedo esperar mas. Me siguen cobrando el panel de control aunque cancele el servicio hace tiempo.",facturación,alta
Urgente: Se me renovo la suscripcion automaticamente y no queria renovarla.,facturación,alta
Ya escribi tres veces por este mismo tema y siempre me responden lo mismo sin ayudar.,queja,baja
"Necesito ayuda inmediata, esto esta afectando mi trabajo. No puedo adjuntar archivos mayores a 5 MB en la app movil.",soporte técnico,alta
Agradeceria una respuesta en los proximos dias. Por que el precio de el sistema subio sin previo aviso.,facturación,media
"Por favor prioricen mi caso, es sumamente urgente. Necesito actualizar la tarjeta de credito con la que pago la plataforma.",facturación,alta
Me gustaria que lo revisaran esta semana si es posible. Nadie en el equipo de soporte parece saber como resolver mi caso.,queja,media
Ya escribi tres veces por este mismo tema y siempre me responden lo mismo sin ayudar.,queja,media
"Sin ninguna prisa, Necesito actualizar la tarjeta de credito con la que pago mi cuenta.",facturación,baja
Urgente: Voy a reportar esta empresa porque no respetan lo que ofrecen en su publicidad.,queja,alta
"Por favor atiendan esto lo antes posible, no puedo esperar mas. Me siguen cobrando mi cuenta aunque cancele el servicio hace tiempo.",facturación,alta
"Necesito una solucion ya, esto no puede esperar. El servicio al cliente me trato de forma grosera en el chat de soporte.",queja,alta
Me gustaria que lo revisaran esta semana si es posible. No me llega el correo de verificacion para activar mi cuenta.,soporte técnico,media
"No hay prisa alguna, solo queria dejarlo comentado: Cuanto tiempo tarda en procesarse una solicitud de baja.",información general,baja
Urgente: Los reportes de la app movil tardan mas de 10 minutos en generarse.,soporte técnico,alta
"No es una emergencia, pero me gustaria resolverlo pronto. Me aparece un mensaje de error que dice 'token invalido' al entrar.",soporte técnico,media
Agradeceria una respuesta en los proximos dias. En que idiomas esta disponible la interfaz de la app movil.,información general,media
"Sin ninguna prisa, No reconozco un cargo de $44 en mi tarjeta relacionado con mi cuenta.",facturación,baja
"Necesito una solucion ya, esto no puede esperar. El buscador interno de el servicio web no encuentra resultados que si existen.",soporte técnico,alta
"Solo quiero comentar lo siguiente, no es urgente. Cada vez que llamo me transfieren con alguien distinto y repito todo de nuevo.",queja,baja
"Es critico, necesito una respuesta hoy mismo. Necesito actualizar la tarjeta de credito con la que pago el plan premium.",facturación,alta
La integracion con la API deja de responder despues de unos minutos.,soporte técnico,baja
Agradeceria una respuesta en los proximos dias. Que metodos de pago aceptan para mi suscripcion.,información general,media
Urgente: Me gustaria saber si puedo pagar el panel de control en varias mensualidades.,facturación,alta
"Por favor atiendan esto lo antes posible, no puedo esperar mas. Necesito la factura fiscal con los datos de mi empresa para el pedido 7052.",facturación,alta
El servicio al cliente me trato de forma grosera en el chat de soporte.,queja,baja
En algun momento les agradeceria revisar esto: Podrian confirmarme si el servicio esta disponible en mi pais.,información general,baja
"Por favor atiendan esto lo antes posible, no puedo esperar mas. Perdi acceso a mi cuenta despues de la ultima actualizacion.",soporte técnico,alta
"Cuando tengan oportunidad, No puedo adjuntar archivos mayores a 5 MB en el plan premium.",soporte técnico,media
Agradeceria una respuesta en los proximos dias. Me gustaria saber si puedo pagar mi suscripcion en varias mensualidades.,facturación,media
"Solo quiero comentar lo siguiente, no es urgente. No puedo creer que despues de tantos correos nadie me haya dado una solucion.",queja,baja
"Necesito una solucion ya, esto no puede esperar. Por que el precio de el sistema subio sin previo aviso.",facturación,alta
"No es una emergencia, pero me gustaria resolverlo pronto. Donde puedo ver el historial completo de mis pedidos anteriores.",información general,media
"Cuando puedan, sin urgencia: Que diferencia hay entre el soporte estandar y el soporte prioritario.",información general,baja
"En algun momento les agradeceria revisar esto: Estoy muy decepcionado con la calidad de la plataforma, no cumple lo prometido.",queja,baja
"Solo quiero comentar lo siguiente, no es urgente. Tienen algun plan especial para estudiantes o para organizaciones sin fines de lucro.",información general,baja
En algun momento les agradeceria revisar esto: Quisiera saber si la plataforma tiene version para empresas.,información general,baja
"Necesito una solucion ya, esto no puede esperar. La sincronizacion entre el celular y la web de el sistema no funciona.",soporte técnico,alta
"Me gustaria que lo revisaran esta semana si es posible. Llevo 4 dias esperando respuesta y nadie me contesta, es inaceptable.",queja,media
"Cuando tengan oportunidad, la plataforma muestra un error de certificado de seguridad al conectarse.",soporte técnico,media
"No es una emergencia, pero me gustaria resolverlo pronto. No puedo adjuntar archivos mayores a 5 MB en el sistema.",soporte técnico,media
Agradeceria una respuesta en los proximos dias. la plataforma se cierra solo cada vez que intento subir un archivo.,soporte técnico,media
"Cuando tengan oportunidad, Donde puedo ver el historial completo de mis pedidos anteriores.",información general,media
En algun momento les agradeceria revisar esto: Cuantos usuarios puedo agregar en el plan basico de la plataforma.,información general,baja
"Cuando puedan, sin urgencia: En que idiomas esta disponible la interfaz de el plan premium.",información general,baja
Me gustaria que lo revisaran esta semana si es posible. Que metodos de pago aceptan para la plataforma.,información general,media
Urgente: La integracion con la API deja de responder despues de unos minutos.,soporte técnico,alta
"Por favor prioricen mi caso, es sumamente urgente. La sincronizacion entre el celular y la web de la app movil no funciona.",soporte técnico,alta
En algun momento les agradeceria revisar esto: Como puedo actualizar mis datos de facturacion.,información general,baja
Me gustaria que lo revisaran esta semana si es posible. Existe alguna app movil disponible para mi cuenta.,información general,media
Quiero solicitar el reembolso del pago duplicado del pedido 7510.,facturación,baja
